TITLE,YEAR,BIBREF,AUTHORS,JOURNAL,DETECTED_METHODS,CONFIDENCE,HAS_METHODS,UNCERTAINTY_STATEMENTS,DECISION_ANALYSIS,POLICY_INTERVENTION,UNCERTAINTY_ANALYSIS,STAKEHOLDER_EXPERT,MODELING_SIMULATION,BAYESIAN_PROBABILISTIC,COMPUTER_ASSISTED,VALUE_INFORMATION,MULTI_CRITERIA,OPTIMIZATION,ECONOMIC_EVALUATION,GAME_THEORY,BEHAVIORAL_PSYCHOLOGY,SYSTEMS_COMPLEXITY,TECHNOLOGY_INNOVATION,ENVIRONMENTAL_SUSTAINABILITY,QUALITY_PERFORMANCE,RISK_SAFETY,FORECASTING_PREDICTION,EVALUATION_ASSESSMENT,ABSTRACT,KEYWORDS
Business Benefits of Online-to-Offline Ecommerce: A Theory Driven Perspective,2020,ramBusinessBenefitsOnlinetooffline2020,"Ram, Jiwat and Sun, Siyao",Journal of Innovation Economics \& Management,COMPUTER_ASSISTED(0.40); TECHNOLOGY_INNOVATION(0.30),0.035,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
COVID-19 Reopening Strategies at the County Level in the Face of Uncertainty: Multiple Models for Outbreak Decision Support,2020,sheaCOVID19ReopeningStrategies2020,"Shea, Katriona and Borchering, Rebecca K. and Probert, William JM and Howerton, Emily and Bogich, Tiffany L. and Li, Shouli and van Panhuis, Willem G. and Viboud, Cecile and Agu\'as, Ricardo and Belov, Artur",Medrxiv : the Preprint Server for Health Sciences,DECISION_ANALYSIS(0.40),0.02,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CSR Reporting Communication: Defective Reporting Models or Misapplication?,2020,garcia-toreaCSRReportingCommunication2020,"Garcia-Torea, Nicolas and Fernandez-Feijoo, Belen and De La Cuesta, Marta",Corporate Social Responsibility and Environmental Management,SYSTEMS_COMPLEXITY(0.50); ENVIRONMENTAL_SUSTAINABILITY(0.80); EVALUATION_ASSESSMENT(0.35),0.082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"This paper studies whether the failure of corporate social responsibility (CSR) reporting practices to enable effective CSR communication allowing stakeholders to appreciate firms' CSR is due to the reporting model guiding firms in elaborating sustainability reports, the companies' application of the model, or both. Drawing on the communication theory and using interpretive textual analysis, the paper specifically assesses Global Reporting Initiative (GRI) guidelines, the most widespread CSR reporting model worldwide, and its application by a leading sustainability reporter. The findings indicate that GRI guidelines suffer from significant limitations that hamper the production of reports accounting for CSR impacts. This paper contributes to critical research on CSR reporting practices and calls for redirecting current reporting practice towards a more effective approach. Additionally, it also responds to the need to approach CSR reporting research relying on theories different from the one commonly used.",reporting guidelines; sustainability report
Calculating the Expected Value of Sample Information in Practice: Considerations from 3 Case Studies,2020,heathCalculatingExpectedValue2020,"Heath, Anna and Kunst, Natalia and Jackson, Christopher and Strong, Mark and Alarid-Escudero, Fernando and Goldhaber-Fiebert, Jeremy D. and Baio, Gianluca and Menzies, Nicolas A. and Jalal, Hawre",Medical Decision Making,DECISION_ANALYSIS(0.70),0.035,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Can Brokers Rig the Real Estate Market? An Exploratory Study of the Commercial Real Estate Sector,2020,mcallisterCanBrokersRig2020,"McAllister, Pat",Journal of Property Research,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Can Machine Learning Paradigm Improve Attribute Noise Problem in Credit Risk Classification?,2020,yuCanMachineLearning2020,"Yu, Lean and Huang, Xiaowen and Yin, Hang",International Review of Economics \& Finance,COMPUTER_ASSISTED(0.45); FORECASTING_PREDICTION(0.80); EVALUATION_ASSESSMENT(1.00),0.113,1,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"In this paper, a dual-voting-based learning paradigm is proposed to solve attribute noise problem in credit risk classification. In the proposed learning paradigm, three stages are involved. In the first stage, four indexes are introduced to evaluate the noise level of attributes. In the second stage, attributes with different noise levels are divided into different attribute sets in accordance with the dual-voting results of noise level. In the third stage, credit datasets with different attributes sets are dealt with different learning strategies and different de-noising methods for comparison purpose. In the proposed learning paradigm, a classification and regression tree (CART) model is adopted as the generic classifier to evaluate the performance on training datasets generated by different learning strategies and noise reduction methods. In addition, the performance of all learning strategies on sparse data with attribute noise is also discussed. Experimental results show that the proposed learning paradigm performs better than the benchmarks to solve the attribute noise problem not only in accuracy and its stability, but also in speediness. Further analysis indicates that the sparse data with attribute noise can further improve the stability of accuracy for a specific de-noising method. This implies that the proposed dual voting-based learning paradigm is a promising solution to attribute noise reduction in credit risk classification.",Learning strategy; Machine learning; Sparseness
Can You Trust a Model Whose Output Keeps Changing? Interpreting Changes in the Social Cost of Carbon Produced by the DICE Model,2020,naeiniCanYouTrust2020,"Naeini, Milad Eghtedari and Leibowicz, Benjamin D. and Bickel, J. Eric",Environment Systems and Decisions,POLICY_INTERVENTION(0.35); BAYESIAN_PROBABILISTIC(0.35); OPTIMIZATION(0.35); FORECASTING_PREDICTION(0.70),0.087,1,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"The social cost of carbon (SCC) measures the present value of the economic damages caused by emitting one marginal ton of carbon dioxide into the atmosphere. It plays a crucial role in climate policy analysis, where it is used to suggest optimal carbon prices or quantify the benefits of actions that reduce emissions. One prominent framework used to estimate the SCC is the Dynamic Integrated Climate-Economy (DICE) model. As updated versions of DICE have been introduced, its SCC estimates have changed, sometimes by amounts that would appear significant. For example, the SCC in 2020 produced by DICE rose 54\% from its 2013R version to its 2016R2 version. We address two important questions. First, what changes to DICE explain this increase in its SCC? Second, how surprising is the magnitude of this increase, relative to the uncertainty present in DICE's input parameters? We find that changes in scientific parameters and updated initial conditions due to near-term forecasting errors accounted for the largest shares of the SCC increase. The later SCC estimate falls within the 80\% probability interval produced using the earlier model with uncertainty. Therefore, the 54\% increase should not be considered surprising or dispositive regarding the quality of DICE itself.",Social cost of carbon
Cancer Diagnostic Tools to Aid Decision-Making in Primary Care: Mixed-Methods Systematic Reviews and Cost-Effectiveness Analysis,2020,medina-laraCancerDiagnosticTools2020,"Medina-Lara, Antonieta and Grigore, Bogdan and Lewis, Ruth and Peters, Jaime and Price, Sarah and Landa, Paolo and Robinson, Sophie and Neal, Richard and Hamilton, William and Spencer, Anne E","Health Technology Assessment (winchester, England)",POLICY_INTERVENTION(0.40); MODELING_SIMULATION(0.35); BAYESIAN_PROBABILISTIC(0.35); ECONOMIC_EVALUATION(0.80); TECHNOLOGY_INNOVATION(0.60); EVALUATION_ASSESSMENT(1.00),0.175,1,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"In the UK, people with cancer tend to die sooner than people with cancer in other European countries. This may be because their cancers are caught at a later stage, perhaps after they have spread. Spotting cancer earlier in people, and testing them sooner, may extend people's lives. Researchers have developed `diagnostic tools', which give the probability of having cancer, based on a patient's symptoms, blood test results and other information. The tools help family doctors decide who needs further testing for possible cancer, including cancers of the digestive, urinary and reproductive systems, and in the blood. We do not know how many family doctors have these tools, or how well the tools work. We systematically reviewed published studies about how these tools were developed, how good and accurate they are, and what effects their use has on patients. We found that many tools have been developed, but there is little evidence that they improve the quality or length of life. We sent surveys to family doctors all over the UK asking if they had the tools at their practice and if they used them. Based on the replies we received, we estimate that the tools are in about one in three practices. They are likely to be used in about half of the practices where they are available. For practices in England only, we looked for, but did not find, any association between using the tools and the number of urgent appointments made for cancer testing. We used a computer model to show what might happen if family doctors used the tools for patients who have symptoms of bowel cancer. In our model, if general practitioners used the tools, patients would need fewer appointments before they were referred to a specialist. This should reduce the time to diagnosis and treatment, compared with not using the tools. However, there is very little evidence as to whether or not this is indeed the case. Therefore, at the moment, we cannot say whether or not the use of such tools by general practitioners is better for patients and the NHS. More research is needed on what effect these tools have on patients, especially as to whether or not quality and length of life are improved.",
Capacity Market Functioning with Renewable Capacity Integration and Global Practices,2020,parmarCapacityMarketFunctioning2020,"Parmar, A. Ashokkumar and Darji, B. Pranav B.",Electricity Journal,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Capturing Transformation of Flood Hazard over a Large River Basin under Changing Climate Using a Top-down Approach,2020,gusainCapturingTransformationFlood2020,"Gusain, A. and Mohanty, M. P. and Ghosh, S. and Chatterjee, C. and Karmakar, S.",Science of the Total Environment,BAYESIAN_PROBABILISTIC(0.90); ENVIRONMENTAL_SUSTAINABILITY(0.65); FORECASTING_PREDICTION(0.45); EVALUATION_ASSESSMENT(0.35),0.117,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"Existing flood modeling studies over coastal catchments involving different combinations of model chain setup imparting complex information fails to entail the needs of policy or decision-makers. Thus, a comprehensive framework that pertains to the requirements of practitioners and provides more perspicuous flood hazard information is required. In this paper, a novel approach translating complex flood hazard information in the form of decision priority maps derived using a rational combination of models (physical and statistical) is elucidated at the finest administrative scale. The proposed methodology is illustrated over a highly flood-prone deltaic region in Mahanadi River Basin, India, to characterize impacts of climate change for a 1:100~years return period flood event under future conditions (2026--2055). The modeled flood events are further analyzed to capture the transformation dynamics of flood hazard classes (FHCs) in near-future, for prioritizing areas with greater hazard potential. Interestingly, the results capture a high transformation characteristic from low to high FHCs in agriculture-dominated areas, which are significantly greater than the areas experiencing flood hazard reduction. The results show a significant increase of 12.5\% and 27.35\% in areas with high FHCs under RCP4.5 and RCP8.5 scenarios, respectively. Moreover, a notable climate change response is indicated under both climate change scenarios, with approximately 22\% (RCP4.5) and 25\% (RCP8.5) in villages showing a drastic increment in flood hazard magnitude. The results thus highlight the importance of identifying and prioritizing the areas for flood adaptation where a relative change in flood hazard potential is higher due to climate change. Therefore, we conclude that this study can provide an insight into the implication of new approaches for effective communication of flood information by bridging the gaps between scientific communities and decision-makers in appraisal for better flood adaptation measures.",Mahanadi River Basin; Model chain setup
Cardiac Imaging in the Post-ISCHEMIA Trial Era,2020,shawCardiacImagingPostISCHEMIA2020,"Shaw, Leslee and Kwong, Raymond Y. and Nagel, Eike and Salerno, Michael and Jaffer, Farouc and Blankstein, Ron and Dilsizian, Vasken and Flachskampf, Frank and Grayburn, Paul and Leipsic, Jonathan and Marwick, Tom and Nieman, Koen and Raman, Subha and Sengupta, Partho and Zoghbi, William and Pellikka, Patricia A. and Swaminathan, Madhav and Dorbala, Sharmila and Thompson, Randall and Al, -Mallah Mouaz and Calnon, Dennis and Polk, Donna and Soman, Prem and Beanlands, Rob and Garrett, Kirk N. and Henry, Timothy D. and Rao, Sunil V. and Duffy, Peter L. and Cox, David and Grines, Cindy and Mahmud, Ehtisham and Bucciarelli, -Ducci Chiara and Plein, Sven and Greenwood, John P. and Berry, Colin and Carr, James and Arai, Andrew E. and Murthy, Venkatesh L. and Ruddy, Terrence D. and Chandrashekhar, Y.",JACC: Cardiovascular Imaging,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ischemia; stable coronary disease
Category Count Models for Adaptive Management of Metapopulations: Case Study of an Imperiled Salamander,2020,odonnellCategoryCountModels2020,"O'Donnell, K.M. and Fackler, P.L. and Johnson, F.A. and Bonneau, M.N. and Martin, J. and Walls, S.C.",Conservation Science and Practice,SYSTEMS_COMPLEXITY(0.40); ENVIRONMENTAL_SUSTAINABILITY(0.30),0.035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
Challenges of the Managerial Decision in the Context of the Economic Crisis Induced by the Effects of COVID-19,2020,stanChallengesManagerialDecision2020,"Stan, Sergiu Octavian",,EVALUATION_ASSESSMENT(0.35),0.017,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Managerial decisions have a particularly important role in organizational life. Often the organization survives and develops due to good decisions, made by managers at the right time. There are also times when the lack of an adequate managerial response, at the right time and at the right time, can lead the organization to a less desired direction of development, or even to the bankruptcy of the organization. To understand which of the decisions are the most efficient and appropriate to the development of their organizations, managers must first know the fundamentals of decision management. The purpose of this article is primarily to present the main features of the decision-making process, as well as the particularities and specificities of the decision. Secondly, the emphasis will be on the presentation of theoretical notions on the identification of the characteristics of organizations in a process of change, in a world subject to the phenomenon of globalization. The typologies of decisions in conditions of certainty and uncertainty will be analyzed, according to how aspects related to the management of decisions in conditions of risk will be discussed. Thirdly, the opportunity to manage organizational change through projects will be discussed, as they will play the role of real vehicles of change. The case study presented in this article highlights an approach focused on a comparative analysis, between the modalities of managerial response to the economic and financial crisis in 2010-2012 and the managerial response to the crisis generated by COVID-19, as it was felt during the year 2020. The idea behind this comparative approach between responses and managerial actions in the two types of crises is that there is a common action pattern of these managers. It is also desired to identify distinct elements and particularities of the economic-financial crisis from 2010 -2012, as well as distinct elements related to the particularities of the crisis induced by the effects of COVID19. In the concluding part of this chapter, we want to highlight some possible types of business lessons that could be learned for the future by Romanian managers from the crisis induced by COVID-19, as well as identifying possible directions for action for the future.",linter/error
Challenges to IoT-enabled Predictive Maintenance for Industry 4.0,2020,compareChallengesIoTenabledPredictive2020,"Compare, Michele and Baraldi, Piero and Zio, Enrico",IEEE Internet of Things Journal,DECISION_ANALYSIS(0.35); COMPUTER_ASSISTED(0.80); OPTIMIZATION(0.35); FORECASTING_PREDICTION(0.50),0.1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"The Industry 4.0 paradigm is boosting the relevance of predictive maintenance (PdM) for manufacturing and production industries. PdM strongly relies on Internet of Things (IoT), which digitalizes the physical actions allowing human-to-human, human-to-machine, and machine-to-machine connections for intelligent perception. Several issues still need to be addressed for reaching the maturity stage for the widespread application of PdM. To do this, IoT needs to be empowered with data science capabilities, to reach the ultimate objective of digitalization, which is supporting decision making to optimally act on the physical systems. In this article, we present a comprehensive outlook of the current PdM issues, with the final aim of providing a deeper understanding of the limitations and strengths, challenges and opportunities of this dynamic maintenance paradigm. This is done through extensive research and analysis of the scientific and technical literature. On this basis, this article outlines some main research issues to be addressed for the successful development and deployment of IoT-enabled PdM in industry.",
"Characterization, Modeling, Monitoring, and Remediation of Fractured Rock",2020,medicineCharacterizationModelingMonitoring2020,"Medicine, Engineering, and, National Academies of Sciences and Studies, Division on Earth and Life and and Resources, Board on Earth Sciences and Engineering, Committee on Geological and Geotechnical and Rock, Modeling, Monitoring, and Remediation of Fractured, Committee on Subsurface Characterization",,VALUE_INFORMATION(0.45); OPTIMIZATION(0.35); TECHNOLOGY_INNOVATION(0.35); EVALUATION_ASSESSMENT(0.70),0.092,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,"Fractured rock is the host or foundation for innumerable engineered structures related to energy, water, waste, and transportation. Characterizing, modeling, and monitoring fractured rock sites is critical to the functioning of those infrastructure, as well as to optimizing resource recovery and contaminant management. Characterization, Modeling, Monitoring, and Remediation of Fractured Rock examines the state of practice and state of art in the characterization of fractured rock and the chemical and biological processes related to subsurface contaminant fate and transport. This report examines new developments, knowledge, and approaches to engineering at fractured rock sites since the publication of the 1996 National Research Council report Rock Fractures and Fluid Flow: Contemporary Understanding and Fluid Flow. Fundamental understanding of the physical nature of fractured rock has changed little since 1996, but many new characterization tools have been developed, and there is now greater appreciation for the importance of chemical and biological processes that can occur in the fractured rock environment. The findings of Characterization, Modeling, Monitoring, and Remediation of Fractured Rock can be applied to all types of engineered infrastructure, but especially to engineered repositories for buried or stored waste and to fractured rock sites that have been contaminated as a result of past disposal or other practices. The recommendations of this report are intended to help the practitioner, researcher, and decision maker take a more interdisciplinary approach to engineering in the fractured rock environment. This report describes how existing tools-some only recently developed-can be used to increase the accuracy and reliability of engineering design and management given the interacting forces of nature. With an interdisciplinary approach, it is possible to conceptualize and model the fractured rock environment with acceptable levels of uncertainty and reliability, and to design systems that maximize remediation and long-term performance. Better scientific understanding could inform regulations, policies, and implementation guidelines related to infrastructure development and operations. The recommendations for research and applications to enhance practice of this book make it a valuable resource for students and practitioners in this field.",Science / Earth Sciences / Geology
"Cities, Climate Change, and Public Health: Building Human Resilience to Climate Change at the Local Level",2020,kimCitiesClimateChange2020,"Kim, Ella Jisun",,MODELING_SIMULATION(0.60); BAYESIAN_PROBABILISTIC(0.60); SYSTEMS_COMPLEXITY(0.40); ENVIRONMENTAL_SUSTAINABILITY(0.55),0.108,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,Bayesian; Monte Carlo simulation
Climate Risk Assessment and Cascading Impacts: Risks and Opportunities for an Electrical Utility in the U.S. Southwest,2020,mcmahanClimateRiskAssessment2020,"McMahan, Ben and Gerlak, Andrea K.",Climate Risk Management,UNCERTAINTY_ANALYSIS(0.90); RISK_SAFETY(0.90); EVALUATION_ASSESSMENT(0.50),0.115,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Climate risks pose a particular set of challenges to electrical utilities, who must manage the direct impacts of climate and weather, as well as how related effects might propagate through networks of interconnected social and environmental risks. In this paper, we present a case study example of climate services development, co-produced between a regional electrical utility and researchers at the University of Arizona, that integrates and adapts a climate risk management framework to better connect university climate expertise with utility needs for climate risk management and planning. We detail the process by which our project team partnered with the utility to identify primary areas of concern for the electrical utility sector in the Southwest, and craft a qualitative assessment of these climate risks with the utility. We describe the iterative engagement process where operational implications associated with climate risks were identified including points of intervention for the utility, as part of their integrated resource planning process, and the cascading impacts that play a part in the larger decision context. We emphasize the role of novel analyses and curated data and information in the development of tailored climate services, as well as the importance of cultivating collaborative relationships between university researchers and community stakeholders and practitioners early on in research projects in order to better include their values, perspectives, and insights in the research process.",Universities; Utilities; Water
Closed Loop Management in Mineral Resource Extraction: Turning Online Geo-Data into Mining Intelligence,2020,benndorfClosedLoopManagement2020,"Benndorf, J\""org",,COMPUTER_ASSISTED(0.50); OPTIMIZATION(0.35); SYSTEMS_COMPLEXITY(0.35); TECHNOLOGY_INNOVATION(0.35); QUALITY_PERFORMANCE(0.70); EVALUATION_ASSESSMENT(1.00),0.163,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,"This book describes an innovative closed-loop concept that allows the feedback of online data from operational monitoring to create mining intelligence. The application of this concept promises significant improvements in economic and environmental key performance indicators for any mining operation.Combining theory with industrial case studies, the book guides readers through this process by providing theoretical background, addressing practical issues related to operational implementation, and illustrating the impact on selected examples. This new concept is presented using the example of a bulk and gold mining application, but is applicable at any mine where grade control is important.The book is of interest to industrial professionals involved in operational monitoring, mining intelligence, and mine planning optimization, as well as to researchers and academics in the field of applied geostatistics.",Science / Earth Sciences / General; Technology & Engineering / Power Resources / Fossil Fuels; Technology & Engineering / Power Resources / General
Coconstruction of Ecosystem Services Management in Tribal Lands: Elicit Expert Opinion Approach,2020,taranconCoconstructionEcosystemServices2020,"Taranc\'on, Alicia Azpeleta and Kim, Yeon-Su and Padilla, Thora and Ful\'e, Peter Z. and Meador, Andrew J. S\'anchez","Weather, Climate, and Society",STAKEHOLDER_EXPERT(0.40); BAYESIAN_PROBABILISTIC(0.45); SYSTEMS_COMPLEXITY(0.90); ENVIRONMENTAL_SUSTAINABILITY(1.00); EVALUATION_ASSESSMENT(0.35),0.155,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"Abstract The Mescalero Apache Tribal Lands (MATL) provide a diverse range of ecosystem services, many of which are of fundamental importance for the Mescalero Apache Tribe's well-being. Managing forests on MATL, especially under climate change, involves prioritizing certain ecosystem services. We used an iterative survey of experts' opinions to identify those ecosystem services that 1) have high utility---services that the Tribe uses, or could use, and are obtained directly or indirectly from the MATL; 2) are irreplaceable---services that cannot be provided by any other natural resource; and 3) are under a high level of threat---services at risk of declining or being lost directly or indirectly by climate change and thus are critical for management. Both scientists and practitioners identified water and cultural services as management priorities. Management recommendations to mitigate and adapt to climate change effects include reintroduction of fire in the landscape, assisted migration, creation of age/size mosaics across the landscape, and incorporation of green energy. Incorporating human perspectives into natural resource management is a critical component to maintain and adapt social--ecological systems to climate change, especially for Indigenous communities with inherent rights of sovereignty who are deeply connected to natural resources. This study demonstrates how knowledge systems are complementary: diverse perspectives related to values and threats of ecosystems can be incorporated to coconstruct ecosystem management decisions.",
Collective Reflection Strategy for Moderating Conformity Tendency and Promoting Reflective Judgment Performance,2020,chenCollectiveReflectionStrategy2020,"Chen, Ming-Puu and Lord, Asta Y. Z. and Cheng, Yu-Yao and Tai, Ku-Chou and Pan, Wen-Harn",Journal of Computer Assisted Learning,COMPUTER_ASSISTED(1.00); BEHAVIORAL_PSYCHOLOGY(0.35); EVALUATION_ASSESSMENT(0.40),0.087,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"Reflective judgement is crucial for medical-related practitioners in dealing with controversial issues. However, the conformity phenomenon is likely to occur and interfere with reflective judgement learning during interactive activities. Effective strategies are required to moderate the conformity behaviour tendency (CBT) and improve reflective judgement performance (RJP). This study demonstrates two significant results: (a) Compared with the guided self-reflection learning strategy, the online collective reflection (OCR) learning strategy effectively weakened the learners' general CBT while dealing with professional controversial issues; and (b) a significantly negative correlation between the RJP achieved and the change of CBT in online environment was detected in the OCR group. The implications and potential applications in higher education were discussed. Further studies are needed to confirm the long-term effects and the extending application to other professional studies.",online learning; reflective judgement
Communicating Assurance Using Practitioner-Customized Procedures: An Experiment and Emerging Research Opportunities,2020,vera-munozCommunicatingAssuranceUsing2020,"Vera-Mu\~noz, Sandra C. and Gaynor, Lisa Milici and Kinney, Jr., William R.",AUDITING: A Journal of Practice \& Theory,VALUE_INFORMATION(0.70); EVALUATION_ASSESSMENT(0.30),0.05,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Traditionally, financial and nonfinancial information assurance standards have specified either ``high'' assurance based on ``sufficient evidence'' or ``moderate'' assurance based on analytical procedures and inquiries. Recently, in response to rapidly growing nonfinancial assurance demand, the IAASB extended the possible range of limited assurance by allowing practitioner-customized procedure descriptions and assuming diverse users can ``appreciate'' the varying reliability achieved. To test the validity of this policy change, we examine report users' confidence judgments for a GHG emissions assurance report using combinations of report attributes: critical practitioner-customized procedure descriptions, conclusion frame, and engagement label. We find that, consistent with an ``assurance communication gap,'' including or explicitly excluding a practitioner-customized procedure deemed essential-for-reasonable assurance does not significantly affect users' confidence judgments. However, we find that both positive conclusion frames and reasonable assurance engagement labels incrementally enhance confidence judgments. We outline research and practice opportunities related to emerging policy prescriptions involving practitioner-customized procedures.",
Comparison of the Expected Rewards between Probabilistic and Deterministic Analyses in a Markov Model,2020,xieComparisonExpectedRewards2020,"Xie, Xuanqian and Yeung, Man Wah and Wang, Zhuoyu and Wang, Myra and Gajic-Veljanoski, Olga and Ng, Vivian and Volodin, Andrei",Expert Review of Pharmacoeconomics \& Outcomes Research,DECISION_ANALYSIS(0.35); POLICY_INTERVENTION(0.35); BAYESIAN_PROBABILISTIC(1.00); VALUE_INFORMATION(0.65); ECONOMIC_EVALUATION(0.65); BEHAVIORAL_PSYCHOLOGY(0.65); EVALUATION_ASSESSMENT(0.30),0.198,1,26,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,"Objectives: In Markov models that evaluate the cost-effectiveness of health-care technologies, it is generally recommended to use probabilistic analysis instead of deterministic analysis. We sought to compare the performance of probabilistic and deterministic analysis in estimating the expected rewards in a Markov model. Methods: We applied Jensen's inequality to compare the expected Markov rewards between probabilistic and deterministic analysis and conducted a simulation study to compare the bias and accuracy between the two approaches. Results: We provided mathematical justification why probabilistic analysis is associated with greater Markov rewards (life-years and quality-adjusted life-years) compared with deterministic analysis. In our simulations, probabilistic analyses tended to generate greater life-years, bias, and mean square error for the estimated rewards compared with deterministic analyses. When the expected values of transition probabilities were the same, weaker evidence derived from smaller sample sizes resulted in larger Markov rewards compared with stronger evidence derived from larger sample sizes. When longer time horizons were applied in cases of weak evidence, there was a substantial increase in bias where the rewards in both probabilistic and deterministic analysis were overestimated. Conclusion: Authors should be aware that probabilistic analysis may lead to increased bias when the evidence is weak.",Jensen's inequality; Markov model; Probabilistic analysis; simulation
Competing for Congestible Goods: Experimental Evidence on Parking Choice,2020,peredaCompetingCongestibleGoods2020,"Pereda, Mar\'ia and Ozaita, Juan and Stavrakakis, Ioannis and S\'anchez, Angel",Scientific Reports,DECISION_ANALYSIS(0.35); BAYESIAN_PROBABILISTIC(0.65); COMPUTER_ASSISTED(0.30); GAME_THEORY(0.35),0.082,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Congestible goods describe situations in which a group of people share or use a public good that becomes congested or overexploited when demand is low. We study experimentally a congestible goods problem of relevance for parking design, namely how people choose between a convenient parking lot with few spots and a less convenient one with unlimited space. We find that the Nash equilibrium predicts reasonably well the competition for the convenient parking when it has few spots, but not when it has more availability. We then show that the Rosenthal equilibrium, a bounded-rational approach, is a better description of the experimental results accounting for the randomness in the decision process. We introduce a dynamical model that shows how Rosenthal equilibria can be approached in a few rounds of the game. Our results give insights on how to deal with parking problems such as the design of parking lots in central locations in cities and open the way to better understand similar congestible goods problems in other contexts.",Statistical physics; thermodynamics and nonlinear dynamics
Computational Normative Decision Support Structures of Forensic Interpretation in the Legal Process,2020,biedermannComputationalNormativeDecision2020,"Biedermann, Alex and Bozza, Silvia and Taroni, Franco and Vuille, Joelle","Scripted: A Journal of Law, Technology and Society",DECISION_ANALYSIS(0.80); COMPUTER_ASSISTED(0.40),0.06,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Computer Applications to Library,2020,lambertComputerApplicationsLibrary2020,"Lambert, Kole",,COMPUTER_ASSISTED(1.00); SYSTEMS_COMPLEXITY(0.35),0.068,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"A library computer system is the software used to catalog, track circulation (where appropriate), and inventory a library's assets. It is intended for home, church, private enterprise, and other small- to medium-sized collections. Larger libraries typically use an integrated library system to manage the more-complex activities, such as acquisitions, interlibrary loan, and licensing online resources. With distributed software the customer can choose to self-install or to have the system installed by the vendor on their own hardware. The customer can be responsible for the operation and maintenance of the application and the data, or the customer can choose to be supported by the vendor with an annual maintenance contract. Some vendors charge for upgrades to the software. Customers, who subscribe to a web (hosted) service, upload data to the vendors remote server through the Internet and may pay a periodic fee to access their data. Modern libraries are constituted within and by a tradition of techniques and practices that represent a hundred years of codified professional knowledge. This book provides a historical overview of this tradition that created a complex environment of expectation and misunderstanding for introducing library automation. This book attempts to delineate and discuss the applications of the computer that have been behind the technological revolution of library science. The aim of the book is to mainly enhance the readers' understanding of the ways in which computers have heralded the invasion of technology into library science, with special attention to the emergence of digital libraries which promise to make libraries and their information completely at the mercy of our fingertips.",read CW
Computerised Speech and Language Therapy or Attention Control Added to Usual Care for People with Long-Term Post-Stroke Aphasia: The Big CACTUS Three-Arm RCT,2020,palmerComputerisedSpeechLanguage2020,"Palmer, Rebecca and Dimairo, Munyaradzi and Latimer, Nicholas and Cross, Elizabeth and Brady, Marian and Enderby, Pam and Bowen, Audrey and Julious, Steven and Harrison, Madeleine and Alshreef, Abualbishr","Health Technology Assessment (winchester, England)",TECHNOLOGY_INNOVATION(0.60); EVALUATION_ASSESSMENT(0.30),0.045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
